"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly new patients","2019","8","Cancer Alliance","Surrey And Sussex","Total",454
"Monthly new patients","2019","8","Cancer Alliance","Thames Valley","Total",341
"Monthly new patients","2019","8","Cancer Alliance","Wessex","Total",489
"Monthly new patients","2019","8","Cancer Alliance","West Midlands","Total",967
"Monthly new patients","2019","8","Cancer Alliance","West Yorkshire and Harrogate","Total",462
"Monthly new patients","2019","9","Cancer Alliance","Cheshire And Merseyside","Total",402
"Monthly new patients","2019","9","Cancer Alliance","East Midlands","Total",753
"Monthly new patients","2019","9","Cancer Alliance","East Of England North","Total",600
"Monthly new patients","2019","9","Cancer Alliance","East Of England South","Total",488
"Monthly new patients","2019","9","Cancer Alliance","Greater Manchester","Total",591
"Monthly new patients","2019","9","Cancer Alliance","Humber Coast And Vale","Total",264
"Monthly new patients","2019","9","Cancer Alliance","Kent And Medway","Total",312
"Monthly new patients","2019","9","Cancer Alliance","Lancashire And South Cumbria","Total",247
"Monthly new patients","2019","9","Cancer Alliance","North Central London","Total",277
"Monthly new patients","2019","9","Cancer Alliance","North East London","Total",224
"Monthly new patients","2019","9","Cancer Alliance","Northern ","Total",644
"Monthly new patients","2019","9","Cancer Alliance","Peninsula","Total",380
"Monthly new patients","2019","9","Cancer Alliance","RM Partners West London","Total",512
"Monthly new patients","2019","9","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",478
"Monthly new patients","2019","9","Cancer Alliance","South East London","Total",289
"Monthly new patients","2019","9","Cancer Alliance","South Yorkshire And Bassetlaw","Total",328
"Monthly new patients","2019","9","Cancer Alliance","Surrey And Sussex","Total",435
"Monthly new patients","2019","9","Cancer Alliance","Thames Valley","Total",371
"Monthly new patients","2019","9","Cancer Alliance","Wessex","Total",505
"Monthly new patients","2019","9","Cancer Alliance","West Midlands","Total",964
"Monthly new patients","2019","9","Cancer Alliance","West Yorkshire and Harrogate","Total",445
"Monthly new patients","2019","10","Cancer Alliance","Cheshire And Merseyside","Total",469
"Monthly new patients","2019","10","Cancer Alliance","East Midlands","Total",779
"Monthly new patients","2019","10","Cancer Alliance","East Of England North","Total",612
"Monthly new patients","2019","10","Cancer Alliance","East Of England South","Total",540
"Monthly new patients","2019","10","Cancer Alliance","Greater Manchester","Total",677
"Monthly new patients","2019","10","Cancer Alliance","Humber Coast And Vale","Total",276
"Monthly new patients","2019","10","Cancer Alliance","Kent And Medway","Total",325
"Monthly new patients","2019","10","Cancer Alliance","Lancashire And South Cumbria","Total",455
"Monthly new patients","2019","10","Cancer Alliance","North Central London","Total",365
"Monthly new patients","2019","10","Cancer Alliance","North East London","Total",264
"Monthly new patients","2019","10","Cancer Alliance","Northern ","Total",747
"Monthly new patients","2019","10","Cancer Alliance","Peninsula","Total",388
"Monthly new patients","2019","10","Cancer Alliance","RM Partners West London","Total",572
"Monthly new patients","2019","10","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",710
"Monthly new patients","2019","10","Cancer Alliance","South East London","Total",294
"Monthly new patients","2019","10","Cancer Alliance","South Yorkshire And Bassetlaw","Total",384
"Monthly new patients","2019","10","Cancer Alliance","Surrey And Sussex","Total",572
"Monthly new patients","2019","10","Cancer Alliance","Thames Valley","Total",411
"Monthly new patients","2019","10","Cancer Alliance","Wessex","Total",521
"Monthly new patients","2019","10","Cancer Alliance","West Midlands","Total",1061
"Monthly new patients","2019","10","Cancer Alliance","West Yorkshire and Harrogate","Total",469
"Monthly new patients","2019","11","Cancer Alliance","Cheshire And Merseyside","Total",438
"Monthly new patients","2019","11","Cancer Alliance","East Midlands","Total",761
"Monthly new patients","2019","11","Cancer Alliance","East Of England North","Total",530
"Monthly new patients","2019","11","Cancer Alliance","East Of England South","Total",526
"Monthly new patients","2019","11","Cancer Alliance","Greater Manchester","Total",633
"Monthly new patients","2019","11","Cancer Alliance","Humber Coast And Vale","Total",246
"Monthly new patients","2019","11","Cancer Alliance","Kent And Medway","Total",298
"Monthly new patients","2019","11","Cancer Alliance","Lancashire And South Cumbria","Total",440
"Monthly new patients","2019","11","Cancer Alliance","North Central London","Total",303
"Monthly new patients","2019","11","Cancer Alliance","North East London","Total",255
"Monthly new patients","2019","11","Cancer Alliance","Northern ","Total",669
"Monthly new patients","2019","11","Cancer Alliance","Peninsula","Total",402
"Monthly new patients","2019","11","Cancer Alliance","RM Partners West London","Total",557
"Monthly new patients","2019","11","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",629
"Monthly new patients","2019","11","Cancer Alliance","South East London","Total",307
"Monthly new patients","2019","11","Cancer Alliance","South Yorkshire And Bassetlaw","Total",355
"Monthly new patients","2019","11","Cancer Alliance","Surrey And Sussex","Total",491
"Monthly new patients","2019","11","Cancer Alliance","Thames Valley","Total",372
"Monthly new patients","2019","11","Cancer Alliance","Wessex","Total",486
"Monthly new patients","2019","11","Cancer Alliance","West Midlands","Total",921
"Monthly new patients","2019","11","Cancer Alliance","West Yorkshire and Harrogate","Total",423
"Monthly new patients","2019","12","Cancer Alliance","Cheshire And Merseyside","Total",396
"Monthly new patients","2019","12","Cancer Alliance","East Midlands","Total",685
"Monthly new patients","2019","12","Cancer Alliance","East Of England North","Total",512
"Monthly new patients","2019","12","Cancer Alliance","East Of England South","Total",497
"Monthly new patients","2019","12","Cancer Alliance","Greater Manchester","Total",555
"Monthly new patients","2019","12","Cancer Alliance","Humber Coast And Vale","Total",226
"Monthly new patients","2019","12","Cancer Alliance","Kent And Medway","Total",242
"Monthly new patients","2019","12","Cancer Alliance","Lancashire And South Cumbria","Total",353
"Monthly new patients","2019","12","Cancer Alliance","North Central London","Total",311
"Monthly new patients","2019","12","Cancer Alliance","North East London","Total",255
"Monthly new patients","2019","12","Cancer Alliance","Northern ","Total",581
"Monthly new patients","2019","12","Cancer Alliance","Peninsula","Total",336
"Monthly new patients","2019","12","Cancer Alliance","RM Partners West London","Total",484
"Monthly new patients","2019","12","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",543
"Monthly new patients","2019","12","Cancer Alliance","South East London","Total",276
"Monthly new patients","2019","12","Cancer Alliance","South Yorkshire And Bassetlaw","Total",304
"Monthly new patients","2019","12","Cancer Alliance","Surrey And Sussex","Total",453
"Monthly new patients","2019","12","Cancer Alliance","Thames Valley","Total",326
"Monthly new patients","2019","12","Cancer Alliance","Wessex","Total",447
"Monthly new patients","2019","12","Cancer Alliance","West Midlands","Total",839
"Monthly new patients","2019","12","Cancer Alliance","West Yorkshire and Harrogate","Total",381
"Monthly new patients","2020","1","Cancer Alliance","Cheshire And Merseyside","Total",497
"Monthly new patients","2020","1","Cancer Alliance","East Midlands","Total",805
"Monthly new patients","2020","1","Cancer Alliance","East Of England North","Total",642
"Monthly new patients","2020","1","Cancer Alliance","East Of England South","Total",561
"Monthly new patients","2020","1","Cancer Alliance","Greater Manchester","Total",685
"Monthly new patients","2020","1","Cancer Alliance","Humber Coast And Vale","Total",271
"Monthly new patients","2020","1","Cancer Alliance","Kent And Medway","Total",305
"Monthly new patients","2020","1","Cancer Alliance","Lancashire And South Cumbria","Total",342
"Monthly new patients","2020","1","Cancer Alliance","North Central London","Total",340
"Monthly new patients","2020","1","Cancer Alliance","North East London","Total",261
"Monthly new patients","2020","1","Cancer Alliance","Northern ","Total",748
"Monthly new patients","2020","1","Cancer Alliance","Peninsula","Total",423
"Monthly new patients","2020","1","Cancer Alliance","RM Partners West London","Total",566
"Monthly new patients","2020","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",586
"Monthly new patients","2020","1","Cancer Alliance","South East London","Total",319
"Monthly new patients","2020","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",382
"Monthly new patients","2020","1","Cancer Alliance","Surrey And Sussex","Total",545
"Monthly new patients","2020","1","Cancer Alliance","Thames Valley","Total",381
"Monthly new patients","2020","1","Cancer Alliance","Wessex","Total",515
"Monthly new patients","2020","1","Cancer Alliance","West Midlands","Total",1055
"Monthly new patients","2020","1","Cancer Alliance","West Yorkshire and Harrogate","Total",502
"Monthly new patients","2020","2","Cancer Alliance","Cheshire And Merseyside","Total",439
"Monthly new patients","2020","2","Cancer Alliance","East Midlands","Total",722
"Monthly new patients","2020","2","Cancer Alliance","East Of England North","Total",573
"Monthly new patients","2020","2","Cancer Alliance","East Of England South","Total",495
"Monthly new patients","2020","2","Cancer Alliance","Greater Manchester","Total",603
"Monthly new patients","2020","2","Cancer Alliance","Humber Coast And Vale","Total",245
"Monthly new patients","2020","2","Cancer Alliance","Kent And Medway","Total",282
"Monthly new patients","2020","2","Cancer Alliance","Lancashire And South Cumbria","Total",302
"Monthly new patients","2020","2","Cancer Alliance","North Central London","Total",276
"Monthly new patients","2020","2","Cancer Alliance","North East London","Total",232
"Monthly new patients","2020","2","Cancer Alliance","Northern ","Total",631
"Monthly new patients","2020","2","Cancer Alliance","Peninsula","Total",371
"Monthly new patients","2020","2","Cancer Alliance","RM Partners West London","Total",537
"Monthly new patients","2020","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",610
"Monthly new patients","2020","2","Cancer Alliance","South East London","Total",279
"Monthly new patients","2020","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",340
"Monthly new patients","2020","2","Cancer Alliance","Surrey And Sussex","Total",493
"Monthly new patients","2020","2","Cancer Alliance","Thames Valley","Total",327
"Monthly new patients","2020","2","Cancer Alliance","Wessex","Total",450
"Monthly new patients","2020","2","Cancer Alliance","West Midlands","Total",927
"Monthly new patients","2020","2","Cancer Alliance","West Yorkshire and Harrogate","Total",421
"Monthly new patients","2020","3","Cancer Alliance","Cheshire And Merseyside","Total",439
"Monthly new patients","2020","3","Cancer Alliance","East Midlands","Total",669
"Monthly new patients","2020","3","Cancer Alliance","East Of England North","Total",559
"Monthly new patients","2020","3","Cancer Alliance","East Of England South","Total",492
"Monthly new patients","2020","3","Cancer Alliance","Greater Manchester","Total",590
"Monthly new patients","2020","3","Cancer Alliance","Humber Coast And Vale","Total",231
"Monthly new patients","2020","3","Cancer Alliance","Kent And Medway","Total",264
"Monthly new patients","2020","3","Cancer Alliance","Lancashire And South Cumbria","Total",285
"Monthly new patients","2020","3","Cancer Alliance","North Central London","Total",318
"Monthly new patients","2020","3","Cancer Alliance","North East London","Total",221
"Monthly new patients","2020","3","Cancer Alliance","Northern ","Total",585
"Monthly new patients","2020","3","Cancer Alliance","Peninsula","Total",344
"Monthly new patients","2020","3","Cancer Alliance","RM Partners West London","Total",467
"Monthly new patients","2020","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",514
"Monthly new patients","2020","3","Cancer Alliance","South East London","Total",259
"Monthly new patients","2020","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",330
"Monthly new patients","2020","3","Cancer Alliance","Surrey And Sussex","Total",467
"Monthly new patients","2020","3","Cancer Alliance","Thames Valley","Total",299
"Monthly new patients","2020","3","Cancer Alliance","Wessex","Total",439
"Monthly new patients","2020","3","Cancer Alliance","West Midlands","Total",917
"Monthly new patients","2020","3","Cancer Alliance","West Yorkshire and Harrogate","Total",438
"Monthly new patients","2020","4","Cancer Alliance","Cheshire And Merseyside","Total",324
"Monthly new patients","2020","4","Cancer Alliance","East Midlands","Total",438
"Monthly new patients","2020","4","Cancer Alliance","East Of England North","Total",366
"Monthly new patients","2020","4","Cancer Alliance","East Of England South","Total",362
"Monthly new patients","2020","4","Cancer Alliance","Greater Manchester","Total",384
"Monthly new patients","2020","4","Cancer Alliance","Humber Coast And Vale","Total",174
"Monthly new patients","2020","4","Cancer Alliance","Kent And Medway","Total",170
"Monthly new patients","2020","4","Cancer Alliance","Lancashire And South Cumbria","Total",162
"Monthly new patients","2020","4","Cancer Alliance","North Central London","Total",227
"Monthly new patients","2020","4","Cancer Alliance","North East London","Total",125
"Monthly new patients","2020","4","Cancer Alliance","Northern ","Total",380
"Monthly new patients","2020","4","Cancer Alliance","Peninsula","Total",200
"Monthly new patients","2020","4","Cancer Alliance","RM Partners West London","Total",349
"Monthly new patients","2020","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",304
"Monthly new patients","2020","4","Cancer Alliance","South East London","Total",177
"Monthly new patients","2020","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",200
"Monthly new patients","2020","4","Cancer Alliance","Surrey And Sussex","Total",331
"Monthly new patients","2020","4","Cancer Alliance","Thames Valley","Total",204
"Monthly new patients","2020","4","Cancer Alliance","Wessex","Total",278
"Monthly new patients","2020","4","Cancer Alliance","West Midlands","Total",652
"Monthly new patients","2020","4","Cancer Alliance","West Yorkshire and Harrogate","Total",276
"Monthly new patients","2020","5","Cancer Alliance","Cheshire And Merseyside","Total",310
"Monthly new patients","2020","5","Cancer Alliance","East Midlands","Total",581
"Monthly new patients","2020","5","Cancer Alliance","East Of England North","Total",456
"Monthly new patients","2020","5","Cancer Alliance","East Of England South","Total",387
"Monthly new patients","2020","5","Cancer Alliance","Greater Manchester","Total",447
"Monthly new patients","2020","5","Cancer Alliance","Humber Coast And Vale","Total",188
"Monthly new patients","2020","5","Cancer Alliance","Kent And Medway","Total",241
"Monthly new patients","2020","5","Cancer Alliance","Lancashire And South Cumbria","Total",217
"Monthly new patients","2020","5","Cancer Alliance","North Central London","Total",238
"Monthly new patients","2020","5","Cancer Alliance","North East London","Total",187
"Monthly new patients","2020","5","Cancer Alliance","Northern ","Total",466
"Monthly new patients","2020","5","Cancer Alliance","Peninsula","Total",326
"Monthly new patients","2020","5","Cancer Alliance","RM Partners West London","Total",393
"Monthly new patients","2020","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",387
"Monthly new patients","2020","5","Cancer Alliance","South East London","Total",206
"Monthly new patients","2020","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",241
"Monthly new patients","2020","5","Cancer Alliance","Surrey And Sussex","Total",357
"Monthly new patients","2020","5","Cancer Alliance","Thames Valley","Total",272
"Monthly new patients","2020","5","Cancer Alliance","Wessex","Total",394
"Monthly new patients","2020","5","Cancer Alliance","West Midlands","Total",778
"Monthly new patients","2020","5","Cancer Alliance","West Yorkshire and Harrogate","Total",271
"Monthly new patients","2020","6","Cancer Alliance","Cheshire And Merseyside","Total",388
"Monthly new patients","2020","6","Cancer Alliance","East Midlands","Total",597
"Monthly new patients","2020","6","Cancer Alliance","East Of England North","Total",453
"Monthly new patients","2020","6","Cancer Alliance","East Of England South","Total",437
"Monthly new patients","2020","6","Cancer Alliance","Greater Manchester","Total",490
"Monthly new patients","2020","6","Cancer Alliance","Humber Coast And Vale","Total",253
"Monthly new patients","2020","6","Cancer Alliance","Kent And Medway","Total",296
"Monthly new patients","2020","6","Cancer Alliance","Lancashire And South Cumbria","Total",245
"Monthly new patients","2020","6","Cancer Alliance","North Central London","Total",309
"Monthly new patients","2020","6","Cancer Alliance","North East London","Total",169
"Monthly new patients","2020","6","Cancer Alliance","Northern ","Total",486
"Monthly new patients","2020","6","Cancer Alliance","Peninsula","Total",342
"Monthly new patients","2020","6","Cancer Alliance","RM Partners West London","Total",411
"Monthly new patients","2020","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",473
"Monthly new patients","2020","6","Cancer Alliance","South East London","Total",227
"Monthly new patients","2020","6","Cancer Alliance","South Yorkshire And Bassetlaw","Total",272
"Monthly new patients","2020","6","Cancer Alliance","Surrey And Sussex","Total",429
"Monthly new patients","2020","6","Cancer Alliance","Thames Valley","Total",309
"Monthly new patients","2020","6","Cancer Alliance","Wessex","Total",433
"Monthly new patients","2020","6","Cancer Alliance","West Midlands","Total",779
"Monthly new patients","2020","6","Cancer Alliance","West Yorkshire and Harrogate","Total",337
"Monthly new patients","2020","7","Cancer Alliance","Cheshire And Merseyside","Total",411
"Monthly new patients","2020","7","Cancer Alliance","East Midlands","Total",671
"Monthly new patients","2020","7","Cancer Alliance","East Of England North","Total",563
"Monthly new patients","2020","7","Cancer Alliance","East Of England South","Total",488
"Monthly new patients","2020","7","Cancer Alliance","Greater Manchester","Total",494
"Monthly new patients","2020","7","Cancer Alliance","Humber Coast And Vale","Total",200
"Monthly new patients","2020","7","Cancer Alliance","Kent And Medway","Total",257
"Monthly new patients","2020","7","Cancer Alliance","Lancashire And South Cumbria","Total",243
"Monthly new patients","2020","7","Cancer Alliance","North Central London","Total",360
"Monthly new patients","2020","7","Cancer Alliance","North East London","Total",217
"Monthly new patients","2020","7","Cancer Alliance","Northern ","Total",539
"Monthly new patients","2020","7","Cancer Alliance","Peninsula","Total",389
"Monthly new patients","2020","7","Cancer Alliance","RM Partners West London","Total",504
"Monthly new patients","2020","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",460
"Monthly new patients","2020","7","Cancer Alliance","South East London","Total",245
"Monthly new patients","2020","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",322
"Monthly new patients","2020","7","Cancer Alliance","Surrey And Sussex","Total",424
"Monthly new patients","2020","7","Cancer Alliance","Thames Valley","Total",341
"Monthly new patients","2020","7","Cancer Alliance","Wessex","Total",456
"Monthly new patients","2020","7","Cancer Alliance","West Midlands","Total",873
"Monthly new patients","2020","7","Cancer Alliance","West Yorkshire and Harrogate","Total",368
"Monthly new patients","2020","8","Cancer Alliance","Cheshire And Merseyside","Total",371
"Monthly new patients","2020","8","Cancer Alliance","East Midlands","Total",674
"Monthly new patients","2020","8","Cancer Alliance","East Of England North","Total",451
"Monthly new patients","2020","8","Cancer Alliance","East Of England South","Total",395
"Monthly new patients","2020","8","Cancer Alliance","Greater Manchester","Total",452
"Monthly new patients","2020","8","Cancer Alliance","Humber Coast And Vale","Total",187
"Monthly new patients","2020","8","Cancer Alliance","Kent And Medway","Total",264
"Monthly new patients","2020","8","Cancer Alliance","Lancashire And South Cumbria","Total",238
"Monthly new patients","2020","8","Cancer Alliance","North Central London","Total",255
"Monthly new patients","2020","8","Cancer Alliance","North East London","Total",207
"Monthly new patients","2020","8","Cancer Alliance","Northern ","Total",503
"Monthly new patients","2020","8","Cancer Alliance","Peninsula","Total",325
"Monthly new patients","2020","8","Cancer Alliance","RM Partners West London","Total",429
"Monthly new patients","2020","8","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",475
"Monthly new patients","2020","8","Cancer Alliance","South East London","Total",242
"Monthly new patients","2020","8","Cancer Alliance","South Yorkshire And Bassetlaw","Total",260
"Monthly new patients","2020","8","Cancer Alliance","Surrey And Sussex","Total",392
"Monthly new patients","2020","8","Cancer Alliance","Thames Valley","Total",284
"Monthly new patients","2020","8","Cancer Alliance","Wessex","Total",377
"Monthly new patients","2020","8","Cancer Alliance","West Midlands","Total",720
"Monthly new patients","2020","8","Cancer Alliance","West Yorkshire and Harrogate","Total",327
"Monthly new patients","2020","9","Cancer Alliance","Cheshire And Merseyside","Total",436
"Monthly new patients","2020","9","Cancer Alliance","East Midlands","Total",765
"Monthly new patients","2020","9","Cancer Alliance","East Of England North","Total",580
"Monthly new patients","2020","9","Cancer Alliance","East Of England South","Total",505
"Monthly new patients","2020","9","Cancer Alliance","Greater Manchester","Total",553
"Monthly new patients","2020","9","Cancer Alliance","Humber Coast And Vale","Total",257
"Monthly new patients","2020","9","Cancer Alliance","Kent And Medway","Total",310
"Monthly new patients","2020","9","Cancer Alliance","Lancashire And South Cumbria","Total",279
"Monthly new patients","2020","9","Cancer Alliance","North Central London","Total",312
"Monthly new patients","2020","9","Cancer Alliance","North East London","Total",207
"Monthly new patients","2020","9","Cancer Alliance","Northern ","Total",623
"Monthly new patients","2020","9","Cancer Alliance","Peninsula","Total",356
"Monthly new patients","2020","9","Cancer Alliance","RM Partners West London","Total",467
"Monthly new patients","2020","9","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",499
"Monthly new patients","2020","9","Cancer Alliance","South East London","Total",281
"Monthly new patients","2020","9","Cancer Alliance","South Yorkshire And Bassetlaw","Total",273
"Monthly new patients","2020","9","Cancer Alliance","Surrey And Sussex","Total",485
"Monthly new patients","2020","9","Cancer Alliance","Thames Valley","Total",324
"Monthly new patients","2020","9","Cancer Alliance","Wessex","Total",442
"Monthly new patients","2020","9","Cancer Alliance","West Midlands","Total",766
"Monthly new patients","2020","9","Cancer Alliance","West Yorkshire and Harrogate","Total",354
"Monthly new patients","2020","10","Cancer Alliance","Cheshire And Merseyside","Total",436
"Monthly new patients","2020","10","Cancer Alliance","East Midlands","Total",743
"Monthly new patients","2020","10","Cancer Alliance","East Of England North","Total",622
"Monthly new patients","2020","10","Cancer Alliance","East Of England South","Total",514
"Monthly new patients","2020","10","Cancer Alliance","Greater Manchester","Total",562
"Monthly new patients","2020","10","Cancer Alliance","Humber Coast And Vale","Total",277
"Monthly new patients","2020","10","Cancer Alliance","Kent And Medway","Total",306
"Monthly new patients","2020","10","Cancer Alliance","Lancashire And South Cumbria","Total",316
"Monthly new patients","2020","10","Cancer Alliance","North Central London","Total",307
"Monthly new patients","2020","10","Cancer Alliance","North East London","Total",239
"Monthly new patients","2020","10","Cancer Alliance","Northern ","Total",623
"Monthly new patients","2020","10","Cancer Alliance","Peninsula","Total",360
"Monthly new patients","2020","10","Cancer Alliance","RM Partners West London","Total",519
"Monthly new patients","2020","10","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",576
"Monthly new patients","2020","10","Cancer Alliance","South East London","Total",310
"Monthly new patients","2020","10","Cancer Alliance","South Yorkshire And Bassetlaw","Total",318
"Monthly new patients","2020","10","Cancer Alliance","Surrey And Sussex","Total",534
"Monthly new patients","2020","10","Cancer Alliance","Thames Valley","Total",347
"Monthly new patients","2020","10","Cancer Alliance","Wessex","Total",522
"Monthly new patients","2020","10","Cancer Alliance","West Midlands","Total",881
"Monthly new patients","2020","10","Cancer Alliance","West Yorkshire and Harrogate","Total",400
"Monthly new patients","2020","11","Cancer Alliance","Cheshire And Merseyside","Total",459
"Monthly new patients","2020","11","Cancer Alliance","East Midlands","Total",725
"Monthly new patients","2020","11","Cancer Alliance","East Of England North","Total",571
"Monthly new patients","2020","11","Cancer Alliance","East Of England South","Total",533
"Monthly new patients","2020","11","Cancer Alliance","Greater Manchester","Total",568
"Monthly new patients","2020","11","Cancer Alliance","Humber Coast And Vale","Total",237
"Monthly new patients","2020","11","Cancer Alliance","Kent And Medway","Total",301
"Monthly new patients","2020","11","Cancer Alliance","Lancashire And South Cumbria","Total",256
"Monthly new patients","2020","11","Cancer Alliance","North Central London","Total",304
"Monthly new patients","2020","11","Cancer Alliance","North East London","Total",226
"Monthly new patients","2020","11","Cancer Alliance","Northern ","Total",576
"Monthly new patients","2020","11","Cancer Alliance","Peninsula","Total",379
"Monthly new patients","2020","11","Cancer Alliance","RM Partners West London","Total",567
"Monthly new patients","2020","11","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",583
"Monthly new patients","2020","11","Cancer Alliance","South East London","Total",303
"Monthly new patients","2020","11","Cancer Alliance","South Yorkshire And Bassetlaw","Total",294
"Monthly new patients","2020","11","Cancer Alliance","Surrey And Sussex","Total",476
"Monthly new patients","2020","11","Cancer Alliance","Thames Valley","Total",386
"Monthly new patients","2020","11","Cancer Alliance","Wessex","Total",430
"Monthly new patients","2020","11","Cancer Alliance","West Midlands","Total",858
"Monthly new patients","2020","11","Cancer Alliance","West Yorkshire and Harrogate","Total",370
"Monthly new patients","2020","12","Cancer Alliance","Cheshire And Merseyside","Total",478
"Monthly new patients","2020","12","Cancer Alliance","East Midlands","Total",716
"Monthly new patients","2020","12","Cancer Alliance","East Of England North","Total",555
"Monthly new patients","2020","12","Cancer Alliance","East Of England South","Total",473
"Monthly new patients","2020","12","Cancer Alliance","Greater Manchester","Total",514
"Monthly new patients","2020","12","Cancer Alliance","Humber Coast And Vale","Total",254
"Monthly new patients","2020","12","Cancer Alliance","Kent And Medway","Total",275
"Monthly new patients","2020","12","Cancer Alliance","Lancashire And South Cumbria","Total",247
"Monthly new patients","2020","12","Cancer Alliance","North Central London","Total",339
"Monthly new patients","2020","12","Cancer Alliance","North East London","Total",209
"Monthly new patients","2020","12","Cancer Alliance","Northern ","Total",569
"Monthly new patients","2020","12","Cancer Alliance","Peninsula","Total",451
"Monthly new patients","2020","12","Cancer Alliance","RM Partners West London","Total",497
"Monthly new patients","2020","12","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",545
"Monthly new patients","2020","12","Cancer Alliance","South East London","Total",285
"Monthly new patients","2020","12","Cancer Alliance","South Yorkshire And Bassetlaw","Total",306
"Monthly new patients","2020","12","Cancer Alliance","Surrey And Sussex","Total",478
"Monthly new patients","2020","12","Cancer Alliance","Thames Valley","Total",323
"Monthly new patients","2020","12","Cancer Alliance","Wessex","Total",496
"Monthly new patients","2020","12","Cancer Alliance","West Midlands","Total",866
"Monthly new patients","2020","12","Cancer Alliance","West Yorkshire and Harrogate","Total",396
"Monthly new patients","2021","1","Cancer Alliance","Cheshire And Merseyside","Total",474
"Monthly new patients","2021","1","Cancer Alliance","East Midlands","Total",738
"Monthly new patients","2021","1","Cancer Alliance","East Of England North","Total",563
"Monthly new patients","2021","1","Cancer Alliance","East Of England South","Total",513
"Monthly new patients","2021","1","Cancer Alliance","Greater Manchester","Total",566
"Monthly new patients","2021","1","Cancer Alliance","Humber Coast And Vale","Total",220
"Monthly new patients","2021","1","Cancer Alliance","Kent And Medway","Total",273
"Monthly new patients","2021","1","Cancer Alliance","Lancashire And South Cumbria","Total",273
"Monthly new patients","2021","1","Cancer Alliance","North Central London","Total",294
"Monthly new patients","2021","1","Cancer Alliance","North East London","Total",215
"Monthly new patients","2021","1","Cancer Alliance","Northern ","Total",580
"Monthly new patients","2021","1","Cancer Alliance","Peninsula","Total",390
"Monthly new patients","2021","1","Cancer Alliance","RM Partners West London","Total",476
"Monthly new patients","2021","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",502
"Monthly new patients","2021","1","Cancer Alliance","South East London","Total",302
"Monthly new patients","2021","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",318
"Monthly new patients","2021","1","Cancer Alliance","Surrey And Sussex","Total",467
"Monthly new patients","2021","1","Cancer Alliance","Thames Valley","Total",315
"Monthly new patients","2021","1","Cancer Alliance","Wessex","Total",458
"Monthly new patients","2021","1","Cancer Alliance","West Midlands","Total",873
"Monthly new patients","2021","1","Cancer Alliance","West Yorkshire and Harrogate","Total",359
"Monthly new patients","2021","2","Cancer Alliance","Cheshire And Merseyside","Total",433
"Monthly new patients","2021","2","Cancer Alliance","East Midlands","Total",702
"Monthly new patients","2021","2","Cancer Alliance","East Of England North","Total",585
"Monthly new patients","2021","2","Cancer Alliance","East Of England South","Total",536
"Monthly new patients","2021","2","Cancer Alliance","Greater Manchester","Total",512
"Monthly new patients","2021","2","Cancer Alliance","Humber Coast And Vale","Total",252
"Monthly new patients","2021","2","Cancer Alliance","Kent And Medway","Total",273
"Monthly new patients","2021","2","Cancer Alliance","Lancashire And South Cumbria","Total",265
"Monthly new patients","2021","2","Cancer Alliance","North Central London","Total",281
"Monthly new patients","2021","2","Cancer Alliance","North East London","Total",223
"Monthly new patients","2021","2","Cancer Alliance","Northern ","Total",530
"Monthly new patients","2021","2","Cancer Alliance","Peninsula","Total",392
"Monthly new patients","2021","2","Cancer Alliance","RM Partners West London","Total",462
"Monthly new patients","2021","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",509
"Monthly new patients","2021","2","Cancer Alliance","South East London","Total",238
"Monthly new patients","2021","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",299
"Monthly new patients","2021","2","Cancer Alliance","Surrey And Sussex","Total",476
"Monthly new patients","2021","2","Cancer Alliance","Thames Valley","Total",260
"Monthly new patients","2021","2","Cancer Alliance","Wessex","Total",444
